Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2020,202005,May 2020,2,0,2,Exports,246,Finland,,0,World,,,,,,,,,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",,,,,,,0,,380224705,,,0
HS,2020,202002,February 2020,2,0,2,Exports,246,Finland,,0,World,,,,,,,,,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",,,,,,,0,,451252036,,,0
HS,2020,202006,June 2020,2,0,2,Exports,246,Finland,,0,World,,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",,,,,,,0,,613188,,,0
HS,2020,202006,June 2020,2,0,2,Exports,246,Finland,,0,World,,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",,,,,,,0,,1131183,,,0
HS,2020,202006,June 2020,2,0,2,Exports,246,Finland,,0,World,,,,,,,,,35,Albuminoidal substances; modified starches; glues; enzymes,,,,,,,0,,27897678,,,0
HS,2020,202001,January 2020,2,0,2,Exports,246,Finland,,0,World,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",,,,,,,,,39058792,,,0
HS,2020,202001,January 2020,2,0,2,Exports,246,Finland,,0,World,,,,,,,,,35,Albuminoidal substances; modified starches; glues; enzymes,,,,,,,,,30433696,,,0
HS,2020,202001,January 2020,2,0,2,Exports,246,Finland,,0,World,,,,,,,,,81,"Metals; n.e.s., cermets and articles thereof",,,,,,,,,18731153,,,0
HS,2020,202006,June 2020,2,0,2,Exports,246,Finland,,0,World,,,,,,,,,57,Carpets and other textile floor coverings,,,,,,,0,,1012870,,,0
HS,2020,202002,February 2020,2,0,2,Exports,246,Finland,,0,World,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",,,,,,,0,,38528023,,,0
HS,2020,202002,February 2020,2,0,2,Exports,246,Finland,,0,World,,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",,,,,,,0,,1792470,,,0
HS,2020,202002,February 2020,2,0,2,Exports,246,Finland,,0,World,,,,,,,,,35,Albuminoidal substances; modified starches; glues; enzymes,,,,,,,0,,21411412,,,0
HS,2020,202002,February 2020,2,0,2,Exports,246,Finland,,0,World,,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",,,,,,,0,,1036445,,,0
HS,2020,202006,June 2020,2,0,2,Exports,246,Finland,,0,World,,,,,,,,,83,Metal; miscellaneous products of base metal,,,,,,,0,,13445725,,,0
HS,2020,202007,July 2020,2,0,2,Exports,246,Finland,,0,World,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",,,,,,,,,42900481,,,0
