Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2020,202003,March 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",,,,,,,0,,11798874,,,0
HS,2020,202003,March 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,65,Headgear and parts thereof,,,,,,,0,,778416,,,0
HS,2020,202004,April 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",,,,,,,0,,924184,,,0
HS,2020,202004,April 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",,,,,,,0,,2218112,,,0
HS,2020,202002,February 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,81,"Metals; n.e.s., cermets and articles thereof",,,,,,,0,,2717415,,,0
HS,2020,202004,April 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",,,,,,,0,,31749094,,,0
HS,2020,202003,March 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,81,"Metals; n.e.s., cermets and articles thereof",,,,,,,0,,3021903,,,0
HS,2020,202004,April 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",,,,,,,0,,10073986,,,0
HS,2020,202004,April 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,65,Headgear and parts thereof,,,,,,,0,,587884,,,0
HS,2020,202007,July 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,81,"Metals; n.e.s., cermets and articles thereof",,,,,,,0,,1882990,,,0
HS,2020,202007,July 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,65,Headgear and parts thereof,,,,,,,0,,1035565,,,0
HS,2020,202004,April 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,81,"Metals; n.e.s., cermets and articles thereof",,,,,,,0,,1518815,,,0
HS,2020,202005,May 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,81,"Metals; n.e.s., cermets and articles thereof",,,,,,,0,,1968535,,,0
HS,2020,202001,January 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",,,,,,,0,,32223150,,,0
HS,2020,202002,February 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",,,,,,,0,,1123452,,,0
HS,2020,202007,July 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",,,,,,,0,,1947893,,,0
HS,2020,202007,July 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",,,,,,,0,,5174451,,,0
HS,2020,202007,July 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",,,,,,,0,,43054864,,,0
HS,2020,202007,July 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",,,,,,,0,,11618497,,,0
HS,2020,202002,February 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",,,,,,,0,,3281734,,,0
HS,2020,202003,March 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,50,Silk,,,,,,,0,,161883,,,0
HS,2020,202003,March 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",,,,,,,0,,2299603,,,0
HS,2020,202008,August 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",,,,,,,,,100385311,,,0
HS,2020,202005,May 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.s.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",,,,,,,0,,60114938,,,0
HS,2020,202004,April 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,10,Cereals,,,,,,,0,,4897567,,,0
HS,2020,202002,February 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",,,,,,,0,,308960308,,,0
HS,2020,202002,February 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.s.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",,,,,,,0,,89257168,,,0
HS,2020,202002,February 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,76,Aluminium and articles thereof,,,,,,,0,,103422457,,,0
HS,2020,202004,April 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,30,Pharmaceutical products,,,,,,,0,,594961612,,,0
HS,2020,202004,April 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",,,,,,,0,,1035329,,,0
HS,2020,202007,July 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.s.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",,,,,,,0,,82966061,,,0
HS,2020,202007,July 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",,,,,,,0,,2794849,,,0
HS,2020,202007,July 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,76,Aluminium and articles thereof,,,,,,,0,,95768585,,,0
HS,2020,202004,April 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,76,Aluminium and articles thereof,,,,,,,0,,82709957,,,0
HS,2020,202004,April 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",,,,,,,,,57022468,,,0
HS,2020,202003,March 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",,,,,,,0,,305273159,,,0
HS,2020,202003,March 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.s.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",,,,,,,0,,73885489,,,0
HS,2020,202003,March 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,76,Aluminium and articles thereof,,,,,,,0,,102761488,,,0
HS,2020,202005,May 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,76,Aluminium and articles thereof,,,,,,,0,,79851300,,,0
HS,2020,202001,January 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,50,Silk,,,,,,,0,,481835,,,0
HS,2020,202005,May 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",,,,,,,0,,263823165,,,0
HS,2020,202001,January 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",,,,,,,0,,2565792,,,0
HS,2020,202003,March 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,37,Photographic or cinematographic goods,,,,,,,0,,725466,,,0
HS,2020,202003,March 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,38,Chemical products n.e.s.,,,,,,,0,,39050276,,,0
HS,2020,202003,March 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,43,Furskins and artificial fur; manufactures thereof,,,,,,,0,,47952,,,0
HS,2020,202003,March 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,45,Cork and articles of cork,,,,,,,0,,18377,,,0
HS,2020,202008,August 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,70,Glass and glassware,,,,,,,0,,18975388,,,0
HS,2020,202002,February 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",,,,,,,0,,347153891,,,0
HS,2020,202004,April 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",,,,,,,0,,10634031,,,0
HS,2020,202002,February 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",,,,,,,0,,9080217,,,0
HS,2020,202004,April 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,37,Photographic or cinematographic goods,,,,,,,0,,379157,,,0
HS,2020,202004,April 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,38,Chemical products n.e.s.,,,,,,,0,,25702992,,,0
