Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2019,201907,July 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,,,,,,,0,,36837,,,0
HS,2019,201907,July 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,17,Sugars and sugar confectionery,,,,,,,0,,5582333,,,0
HS,2019,201907,July 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",,,,,,,0,,1224368122,,,0
HS,2019,201907,July 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",,,,,,,0,,15609069,,,0
HS,2019,201907,July 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,43,Furskins and artificial fur; manufactures thereof,,,,,,,0,,13897816,,,0
HS,2019,201904,April 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,,,,,,,0,,100763,,,0
HS,2019,201903,March 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",,,,,,,,,5627947,,,0
HS,2019,201904,April 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,17,Sugars and sugar confectionery,,,,,,,0,,5651566,,,0
HS,2019,201907,July 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,54,Man-made filaments,,,,,,,0,,7891186,,,0
HS,2019,201904,April 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",,,,,,,0,,1176807467,,,0
HS,2019,201902,February 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",,,,,,,,,5150220,,,0
HS,2019,201904,April 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",,,,,,,0,,12808748,,,0
HS,2019,201909,September 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",,,,,,,0,,1043160034,,,0
HS,2019,201909,September 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,43,Furskins and artificial fur; manufactures thereof,,,,,,,0,,15494494,,,0
HS,2019,201901,January 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",,,,,,,,,3848983,,,0
HS,2019,201907,July 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",,,,,,,0,,6450288,,,0
HS,2019,201905,May 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",,,,,,,,,6391048,,,0
HS,2019,201904,April 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,54,Man-made filaments,,,,,,,0,,7777263,,,0
HS,2019,201904,April 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,81,"Metals; n.e.s., cermets and articles thereof",,,,,,,0,,84712,,,0
HS,2019,201906,June 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,,,,,,,0,,15048,,,0
HS,2019,201906,June 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,17,Sugars and sugar confectionery,,,,,,,0,,5849161,,,0
HS,2019,201906,June 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",,,,,,,,,976720695,,,0
HS,2019,201906,June 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,81,"Metals; n.e.s., cermets and articles thereof",,,,,,,,,610016,,,0
HS,2019,201907,July 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",,,,,,,0,,8393243,,,0
HS,2019,201907,July 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,18,Cocoa and cocoa preparations,,,,,,,0,,3449184,,,0
HS,2019,201907,July 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,41,Raw hides and skins (other than furskins) and leather,,,,,,,0,,2445380,,,0
HS,2019,201904,April 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",,,,,,,0,,7883878,,,0
HS,2019,201903,March 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,50,Silk,,,,,,,,,42578,,,0
HS,2019,201903,March 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,62,Apparel and clothing accessories; not knitted or crocheted,,,,,,,,,26678150,,,0
HS,2019,201904,April 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,18,Cocoa and cocoa preparations,,,,,,,0,,3921588,,,0
HS,2019,201907,July 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,50,Silk,,,,,,,0,,38982,,,0
HS,2019,201907,July 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",,,,,,,0,,1709657,,,0
HS,2019,201902,February 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,62,Apparel and clothing accessories; not knitted or crocheted,,,,,,,,,41796252,,,0
HS,2019,201907,July 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,62,Apparel and clothing accessories; not knitted or crocheted,,,,,,,0,,31225008,,,0
HS,2019,201904,April 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",,,,,,,0,,26534059,,,0
HS,2019,201909,September 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,62,Apparel and clothing accessories; not knitted or crocheted,,,,,,,0,,33570402,,,0
HS,2019,201904,April 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,41,Raw hides and skins (other than furskins) and leather,,,,,,,0,,3044263,,,0
HS,2019,201905,May 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,62,Apparel and clothing accessories; not knitted or crocheted,,,,,,,,,27342027,,,0
HS,2019,201907,July 2019,2,0,2,Exports,300,Greece,,0,World,,,,,,,,,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",,,,,,,,,28954237,,,0
