Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2019,201909,September 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,09,"Coffee, tea, mate and spices",,,,,,,0,,4075515,,,0
HS,2019,201909,September 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,,,,,,,0,,31951113,,,0
HS,2019,201906,June 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,,,,,,,0,,12828093,,,0
HS,2019,201902,February 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,,,,,,,0,,11135399,,,0
HS,2019,201908,August 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,09,"Coffee, tea, mate and spices",,,,,,,0,,3368977,,,0
HS,2019,201908,August 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,,,,,,,0,,18770312,,,0
HS,2019,201906,June 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",,,,,,,0,,85674873,,,0
HS,2019,201906,June 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",,,,,,,0,,288071,,,0
HS,2019,201906,June 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,09,"Coffee, tea, mate and spices",,,,,,,0,,3416214,,,0
HS,2019,201906,June 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,44,Wood and articles of wood; wood charcoal,,,,,,,0,,968097,,,0
HS,2019,201906,June 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",,,,,,,,,2493043,,,0
HS,2019,201906,June 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",,,,,,,,,151,,,0
HS,2019,201908,August 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",,,,,,,0,,177169040,,,0
HS,2019,201908,August 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",,,,,,,0,,277886,,,0
HS,2019,201908,August 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,44,Wood and articles of wood; wood charcoal,,,,,,,0,,1375328,,,0
HS,2019,201907,July 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",,,,,,,0,,4425034,,,0
HS,2019,201908,August 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",,,,,,,,,2421244,,,0
HS,2019,201907,July 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",,,,,,,0,,230287627,,,0
HS,2019,201907,July 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,44,Wood and articles of wood; wood charcoal,,,,,,,0,,2416515,,,0
HS,2019,201907,July 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",,,,,,,,,248106,,,0
HS,2019,201902,February 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,09,"Coffee, tea, mate and spices",,,,,,,0,,3642499,,,0
HS,2019,201909,September 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",,,,,,,0,,3643678,,,0
HS,2019,201905,May 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,09,"Coffee, tea, mate and spices",,,,,,,0,,3819738,,,0
HS,2019,201910,October 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,17,Sugars and sugar confectionery,,,,,,,,,17041450,,,0
HS,2019,201910,October 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",,,,,,,,,61560,,,0
HS,2019,201910,October 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,69,Ceramic products,,,,,,,,,27583807,,,0
HS,2019,201910,October 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,96,Miscellaneous manufactured articles,,,,,,,,,23227481,,,0
HS,2019,201902,February 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,17,Sugars and sugar confectionery,,,,,,,0,,24200892,,,0
HS,2019,201908,August 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,17,Sugars and sugar confectionery,,,,,,,0,,19587329,,,0
HS,2019,201906,June 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,17,Sugars and sugar confectionery,,,,,,,0,,21478531,,,0
HS,2019,201906,June 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",,,,,,,0,,41525,,,0
HS,2019,201906,June 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",,,,,,,0,,24087602,,,0
HS,2019,201906,June 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,95,"Toys, games and sports requisites; parts and accessories thereof",,,,,,,0,,99894,,,0
HS,2019,201908,August 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",,,,,,,0,,21381761,,,0
HS,2019,201906,June 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,69,Ceramic products,,,,,,,,,23396534,,,0
HS,2019,201906,June 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,96,Miscellaneous manufactured articles,,,,,,,,,27914052,,,0
HS,2019,201908,August 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,95,"Toys, games and sports requisites; parts and accessories thereof",,,,,,,0,,70646,,,0
HS,2019,201908,August 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",,,,,,,,,30457,,,0
HS,2019,201908,August 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,69,Ceramic products,,,,,,,,,26221836,,,0
HS,2019,201908,August 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,96,Miscellaneous manufactured articles,,,,,,,,,18149289,,,0
HS,2019,201907,July 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,17,Sugars and sugar confectionery,,,,,,,0,,24342965,,,0
HS,2019,201907,July 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",,,,,,,0,,24213853,,,0
HS,2019,201907,July 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,95,"Toys, games and sports requisites; parts and accessories thereof",,,,,,,0,,133293,,,0
HS,2019,201907,July 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",,,,,,,,,146597,,,0
HS,2019,201907,July 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,69,Ceramic products,,,,,,,,,30591282,,,0
HS,2019,201907,July 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,96,Miscellaneous manufactured articles,,,,,,,,,24280691,,,0
HS,2019,201909,September 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",,,,,,,0,,25477808,,,0
HS,2019,201903,March 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,17,Sugars and sugar confectionery,,,,,,,0,,30775897,,,0
HS,2019,201909,September 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,65,Headgear and parts thereof,,,,,,,0,,151661,,,0
HS,2019,201909,September 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,95,"Toys, games and sports requisites; parts and accessories thereof",,,,,,,0,,221631,,,0
HS,2019,201909,September 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,17,Sugars and sugar confectionery,,,,,,,,,21193026,,,0
HS,2019,201910,October 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,64,Footwear; gaiters and the like; parts of such articles,,,,,,,,,99358,,,0
HS,2019,201910,October 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",,,,,,,,,9396307,,,0
HS,2019,201909,September 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,07,Vegetables and certain roots and tubers; edible,,,,,,,0,,72955539,,,0
HS,2019,201908,August 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,07,Vegetables and certain roots and tubers; edible,,,,,,,0,,54146414,,,0
HS,2019,201906,June 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",,,,,,,0,,9841069,,,0
HS,2019,201906,June 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,64,Footwear; gaiters and the like; parts of such articles,,,,,,,0,,117861,,,0
HS,2019,201906,June 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,40,Rubber and articles thereof,,,,,,,0,,8683444,,,0
HS,2019,201906,June 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.s.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",,,,,,,0,,13660505,,,0
HS,2019,201908,August 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",,,,,,,0,,12999989,,,0
HS,2019,201906,June 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",,,,,,,,,6703463,,,0
HS,2019,201908,August 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",,,,,,,0,,5148863,,,0
HS,2019,201908,August 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,40,Rubber and articles thereof,,,,,,,0,,8929713,,,0
HS,2019,201908,August 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.s.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",,,,,,,0,,12910987,,,0
HS,2019,201908,August 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,64,Footwear; gaiters and the like; parts of such articles,,,,,,,,,323137,,,0
HS,2019,201907,July 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",,,,,,,0,,20442397,,,0
HS,2019,201907,July 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,64,Footwear; gaiters and the like; parts of such articles,,,,,,,0,,492999,,,0
HS,2019,201907,July 2019,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,40,Rubber and articles thereof,,,,,,,0,,10821928,,,0
